# source_page	target	reason	branch	measure
# page-map v2 - GENERATED by page-structure-advice.py v1.3.0; the Markdown report is its rendering.
# branch: spec 9e routing branch 1-4; 5 = RETIRED (non-authoritative guide tree, not migrated).
MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Diffusion/Report.page.md	input/pagecontent/value-sets.md	subsection of the family overview MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Diffusion/Index.page.md	2	child of family overview MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Diffusion/Index.page.md (no anchor of its own)
MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Diffusion/Observation/DLCO.page.md	input/pagecontent/profiles.md	family overview - h3/h4 section on an artefact index page	2	5 children, 3 anchoring distinct artefacts (StructureDefinition)
MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Diffusion/Observation/DLCOc.page.md	input/intro-notes/StructureDefinition-mii-pr-lungenfunktion-dlcoc-intro.md	content about one artefact - its intro note	1	compact match on mii-pr-lungenfunktion-dlcoc (2 candidate artefacts; intro note already present)
MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Diffusion/Observation/KCO.page.md	input/intro-notes/StructureDefinition-mii-pr-lungenfunktion-kco-intro.md	content about one artefact - its intro note	1	tokens match on mii-pr-lungenfunktion-kco (2 candidate artefacts; intro note already present)
MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Diffusion/Observation/KCOc.page.md	input/intro-notes/StructureDefinition-mii-pr-lungenfunktion-kcoc-intro.md	content about one artefact - its intro note	1	compact match on mii-pr-lungenfunktion-kcoc (1 candidate artefact; intro note already present)
MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Diffusion/Observation/VA.page.md	input/pagecontent/profiles.md	subsection of the family overview MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Diffusion/Observation/DLCO.page.md	2	child of family overview MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Diffusion/Observation/DLCO.page.md (no anchor of its own)
MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Diffusion/Observation/Hb.page.md	input/pagecontent/profiles.md	subsection of the family overview MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Diffusion/Observation/DLCO.page.md	2	child of family overview MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Diffusion/Observation/DLCO.page.md (no anchor of its own)
MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Provokationstest/Index.page.md	input/pagecontent/value-sets.md	family overview - h3/h4 section on an artefact index page	2	5 children, 2 anchoring distinct artefacts (ValueSet)
MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Provokationstest/Procedure.page.md	input/intro-notes/ValueSet-mii-vs-lufu-lnc-procedure-intro.md	content about one artefact - its intro note	1	compact match on mii-vs-lufu-lnc-procedure (2 candidate artefacts)
MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Provokationstest/Report.page.md	input/pagecontent/value-sets.md	subsection of the family overview MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Provokationstest/Index.page.md	2	child of family overview MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Provokationstest/Index.page.md (no anchor of its own)
MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Provokationstest/Dosis.page.md	input/intro-notes/StructureDefinition-mii-pr-lungenfunktion-dosis-intro.md	content about one artefact - its intro note	1	compact match on mii-pr-lungenfunktion-dosis (2 candidate artefacts)
MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Provokationstest/Medikation.page.md	input/pagecontent/value-sets.md	subsection of the family overview MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Provokationstest/Index.page.md	2	child of family overview MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Provokationstest/Index.page.md (no anchor of its own)
MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Provokationstest/Provokationsgabe.page.md	input/pagecontent/value-sets.md	subsection of the family overview MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Provokationstest/Index.page.md	2	child of family overview MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Provokationstest/Index.page.md (no anchor of its own)
MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Spirometrie/Index.page.md	input/pagecontent/spirometrie.md	cross-cutting narrative - own page (hub, pages:-nested)	4	no artefact anchor; no agreed page; 3 child page(s)
MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Spirometrie/Procedure.page.md	input/intro-notes/ValueSet-mii-vs-lufu-lnc-procedure-intro.md	content about one artefact - its intro note	1	compact match on mii-vs-lufu-lnc-procedure (2 candidate artefacts)
MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Spirometrie/Report.page.md	input/pagecontent/report.md	cross-cutting narrative - own page (merged prose, pages:-nested)	4	no artefact anchor; no agreed page; 0 child page(s)
MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Spirometrie/Observation/BF.page.md	input/pagecontent/profiles.md	family overview - h3/h4 section on an artefact index page	2	8 children, 5 anchoring distinct artefacts (StructureDefinition)
MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Spirometrie/Observation/FEV.page.md	input/intro-notes/StructureDefinition-mii-pr-lungenfunktion-fev-intro.md	content about one artefact - its intro note	1	tokens match on mii-pr-lungenfunktion-fev (6 candidate artefacts; intro note already present)
MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Spirometrie/Observation/FEVFVC.page.md	input/intro-notes/StructureDefinition-mii-pr-lungenfunktion-fev-fvc-intro.md	content about one artefact - its intro note	1	compact match on mii-pr-lungenfunktion-fev-fvc (3 candidate artefacts; intro note already present)
MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Spirometrie/Observation/FVC.page.md	input/intro-notes/StructureDefinition-mii-pr-lungenfunktion-fvc-intro.md	content about one artefact - its intro note	1	tokens match on mii-pr-lungenfunktion-fvc (6 candidate artefacts; intro note already present)
MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Spirometrie/Observation/IC.page.md	input/pagecontent/profiles.md	subsection of the family overview MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Spirometrie/Observation/BF.page.md	2	child of family overview MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Spirometrie/Observation/BF.page.md (no anchor of its own)
MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Spirometrie/Observation/MEF.page.md	input/intro-notes/StructureDefinition-mii-pr-lungenfunktion-mef-intro.md	content about one artefact - its intro note	1	tokens match on mii-pr-lungenfunktion-mef (3 candidate artefacts; intro note already present)
MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Spirometrie/Observation/PEF.page.md	input/intro-notes/StructureDefinition-mii-pr-lungenfunktion-pef-intro.md	content about one artefact - its intro note	1	tokens match on mii-pr-lungenfunktion-pef (3 candidate artefacts; intro note already present)
MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Spirometrie/Observation/RV.page.md	input/pagecontent/profiles.md	subsection of the family overview MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Spirometrie/Observation/BF.page.md	2	child of family overview MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Spirometrie/Observation/BF.page.md (no anchor of its own)
MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Spirometrie/Observation/VC.page.md	input/pagecontent/profiles.md	subsection of the family overview MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Spirometrie/Observation/BF.page.md	2	child of family overview MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Spirometrie/Observation/BF.page.md (no anchor of its own)
MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Umgebungsvariablen/Index.page.md	input/pagecontent/profiles.md	family overview - h3/h4 section on an artefact index page	2	4 children, 4 anchoring distinct artefacts (StructureDefinition)
MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Umgebungsvariablen/Umgebung.page.md	input/intro-notes/StructureDefinition-mii-pr-lungenfunktion-umgebung-intro.md	content about one artefact - its intro note	1	compact match on mii-pr-lungenfunktion-umgebung (1 candidate artefact; intro note already present)
MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Umgebungsvariablen/Lufttemperatur.page.md	input/intro-notes/StructureDefinition-mii-pr-lungenfunktion-lufttemperatur-intro.md	content about one artefact - its intro note	1	compact match on mii-pr-lungenfunktion-lufttemperatur (1 candidate artefact; intro note already present)
MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Umgebungsvariablen/Luftfeuchtigkeit.page.md	input/intro-notes/StructureDefinition-mii-pr-lungenfunktion-luftfeuchtigkeit-intro.md	content about one artefact - its intro note	1	compact match on mii-pr-lungenfunktion-luftfeuchtigkeit (1 candidate artefact; intro note already present)
MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Umgebungsvariablen/CO2-Konzentration.page.md	input/intro-notes/StructureDefinition-mii-pr-lungenfunktion-co2-konzentration-intro.md	content about one artefact - its intro note	1	compact match on mii-pr-lungenfunktion-co2-konzentration (1 candidate artefact; intro note already present)
ImplementationGuide-Common/**	RETIRED	unrecognized directory - needs a retain/retire proposal (5.1a #4)	5	dir version -, guide.yaml version -, lang -, 0 page file(s); authoritative: mii-ig-lungenfunktion-de-v2026
